"employee_key";"employee_id";"age";"gender";"department";"job_role";"job_level";"monthly_income";"attrition"
1761;101876;25;"Male";"Research & Development";"Laboratory Technician";1;4031.0;"Yes"
1762;101877;52;"Male";"Research & Development";"Manufacturing Director";3;7969.0;"No"
1763;101878;45;"Male";"Research & Development";"Research Scientist";1;2654.0;"No"
1764;101879;52;"f";"Research & Development";"Manager";4;16555.0;"No"
1765;101880;42;"f";"Research & Development";"Research Scientist";2;4556.0;"No"
1766;101881;30;"FEMALE";"Research & Development";"Manufacturing Director";2;6091.0;"No"
1767;101882;60;"FEMALE";"Research & Development";"Manager";5;19566.0;"No"
1768;101883;46;"f";"Research & Development";"Manufacturing Director";2;4810.0;"No"
1769;101884;42;"f";"Research & Development";"Healthcare Representative";2;4523.0;"No"
1770;101885;24;"Female";"Sales";"Sales Representative";1;3202.0;"Yes"
1771;101886;34;"Female";"Sales";"Sales Representative";1;2351.0;"Yes"
1772;101887;38;"male";"Research & Development";"Laboratory Technician";1;1702.0;"No"
1773;101888;40;"f";"Sales";"Manager";5;18041.0;"No"
1774;101889;26;"FEMALE";"Research & Development";"Research Scientist";1;2886.0;"No"
1775;101890;30;"M";"Research & Development";"Laboratory Technician";1;2097.0;"No"
1776;101891;29;"Male";"Research & Development";"Research Director";3;11935.0;"No"
1777;101892;29;"FEMALE";"Research & Development";"Research Scientist";1;2546.0;"Yes"
1778;101893;19;"male";"Human Resources";"Human Resources";1;2564.0;"Yes"
1779;101894;30;"f";"Sales";"Sales Executive";3;8412.0;"No"
1780;101895;57;"Male";"Sales";"Manager";4;14118.0;"No"
1781;101896;50;"male";"Research & Development";"Manager";4;17046.0;"No"
1782;101897;30;"Female";"Research & Development";"Laboratory Technician";1;2564.0;"No"
1783;101898;60;"FEMALE";"Sales";"Sales Executive";3;10266.0;"No"
1784;101899;47;"Female";"Research & Development";"Manufacturing Director";2;5070.0;"No"
1785;101900;46;"M";"Research & Development";"Research Director";4;17861.0;"No"
1786;101901;35;"male";"Research & Development";"Laboratory Technician";1;4230.0;"No"
1787;101902;54;"FEMALE";"Research & Development";"Laboratory Technician";2;3780.0;"No"
1788;101903;34;"Male";"Research & Development";"Research Scientist";1;2768.0;"No"
1789;101905;31;"male";"Research & Development";"Manufacturing Director";3;10648.0;"No"
1790;101906;33;"M";"Research & Development";"Manager";3;13610.0;"Yes"
1791;101907;33;"Male";"Research & Development";"Laboratory Technician";1;3408.0;"Yes"
1792;101908;30;"Male";"Sales";"Sales Representative";1;2983.0;"No"
1793;101909;35;"Male";"Research & Development";"Healthcare Representative";3;7632.0;"No"
1794;101910;31;"male";"Research & Development";"Healthcare Representative";3;9824.0;"Yes"
1795;101911;34;"FEMALE";"Human Resources";"Human Resources";3;9950.0;"Yes"
1796;101912;42;"male";"Research & Development";"Laboratory Technician";1;2093.0;"No"
1797;101913;36;"male";"Sales";"Sales Executive";3;9980.0;"No"
1798;101914;22;"M";"Research & Development";"Laboratory Technician";1;3894.0;"Yes"
1799;101915;48;"f";"Sales";"Sales Executive";2;4051.0;"No"
1800;101916;55;"FEMALE";"Sales";"Manager";4;16835.0;"No"
1801;101917;41;"M";"Sales";"Sales Executive";2;6230.0;"No"
1802;101918;35;"Male";"Sales";"Sales Executive";2;4717.0;"No"
1803;101919;40;"Female";"Research & Development";"Manufacturing Director";4;13237.0;"No"
1804;101920;39;"Female";"Research & Development";"Laboratory Technician";1;3755.0;"No"
1805;101921;31;"male";"Sales";"Sales Executive";2;6582.0;"No"
1806;101922;42;"Male";"Research & Development";"Manufacturing Director";3;7406.0;"No"
1807;101923;45;"M";"Sales";"Sales Executive";2;4805.0;"No"
1808;101924;26;"FEMALE";"Human Resources";"Human Resources";1;2741.0;"Yes"
1809;101925;29;"M";"Research & Development";"Manufacturing Director";2;4262.0;"No"
1810;101926;33;"Female";"Research & Development";"Research Director";4;16184.0;"No"
1811;101927;31;"Male";"Sales";"Manager";3;11557.0;"No"
1812;101928;18;"Male";"Sales";"Sales Representative";1;1878.0;"Yes"
1813;101929;40;"male";"Sales";"Sales Executive";3;10932.0;"No"
1814;101930;41;"f";"Research & Development";"Healthcare Representative";2;6811.0;"No"
1815;101931;26;"male";"Sales";"Sales Executive";2;4306.0;"No"
1816;101932;35;"FEMALE";"Sales";"Sales Executive";2;4859.0;"No"
1817;101933;34;"Male";"Sales";"Sales Executive";2;5337.0;"No"
1818;101934;26;"male";"Research & Development";"Laboratory Technician";1;2340.0;"Yes"
1819;101935;37;"FEMALE";"Research & Development";"Manufacturing Director";3;7491.0;"No"
1820;101936;46;"Female";"Research & Development";"Healthcare Representative";3;10527.0;"No"
1821;101937;41;"FEMALE";"Sales";"Manager";4;16595.0;"No"
1822;101938;37;"Male";"Sales";"Sales Executive";3;8834.0;"No"
1823;101939;52;"Male";"Research & Development";"Research Scientist";2;5577.0;"No"
1824;101940;32;"Male";"Sales";"Sales Executive";2;4707.0;"Yes"
1825;101941;24;"Male";"Sales";"Sales Representative";1;2400.0;"No"
1826;101942;38;"FEMALE";"Research & Development";"Healthcare Representative";2;9824.0;"No"
1827;101943;37;"Female";"Research & Development";"Manufacturing Director";2;6447.0;"No"
1828;101944;49;"Male";"Research & Development";"Research Director";5;19502.0;"No"
1829;101945;24;"male";"Research & Development";"Research Scientist";1;2725.0;"No"
1830;101946;26;"male";"Sales";"Sales Executive";2;6272.0;"No"
1831;101947;24;"M";"Research & Development";"Laboratory Technician";1;2127.0;"No"
1832;101948;50;"male";"Human Resources";"Manager";5;18200.0;"No"
1833;101949;25;"male";"Sales";"Sales Representative";1;2096.0;"No"
1834;101950;24;"f";"Research & Development";"Laboratory Technician";1;2886.0;"Yes"
1835;101951;30;"male";"Sales";"Sales Representative";1;2033.0;"Yes"
1836;101952;34;"male";"Research & Development";"Research Scientist";1;3622.0;"No"
1837;101953;31;"male";"Sales";"Sales Executive";2;4233.0;"Yes"
1838;101954;35;"male";"Research & Development";"Laboratory Technician";2;3681.0;"No"
1839;101955;31;"M";"Sales";"Sales Executive";2;5460.0;"No"
1840;101956;27;"FEMALE";"Research & Development";"Research Scientist";1;2187.0;"No"
1841;101957;37;"male";"Sales";"Sales Executive";2;9602.0;"No"
1842;101958;20;"f";"Research & Development";"Research Scientist";1;2836.0;"No"
1843;101959;42;"Female";"Research & Development";"Healthcare Representative";2;4089.0;"No"
1844;101960;43;"M";"Research & Development";"Research Director";4;16627.0;"No"
1845;101961;38;"Female";"Research & Development";"Research Scientist";1;2619.0;"No"
1846;101962;43;"M";"Research & Development";"Laboratory Technician";2;5679.0;"No"
1847;101963;48;"f";"Research & Development";"Manager";4;15402.0;"No"
1848;101964;44;"FEMALE";"Human Resources";"Human Resources";2;51309.0;"No"
1849;101965;34;"Female";"Sales";"Sales Representative";1;2579.0;"No"
1850;101966;27;"male";"Sales";"Sales Representative";1;3041.0;"Yes"
1851;101967;21;"Male";"Sales";"Sales Representative";1;3447.0;"No"
1852;101969;22;"M";"Research & Development";"Research Scientist";1;2773.0;"No"
1853;101970;33;"Male";"Sales";"Sales Executive";2;7104.0;"No"
1854;101971;32;"FEMALE";"Research & Development";"Research Scientist";2;6322.0;"No"
1855;101972;30;"FEMALE";"Research & Development";"Research Scientist";1;2083.0;"No"
1856;101973;53;"FEMALE";"Sales";"Sales Executive";2;8381.0;"No"
1857;101974;34;"male";"Research & Development";"Research Scientist";1;2691.0;"No"
1858;101975;45;"f";"Sales";"Sales Executive";2;4286.0;"Yes"
1859;101976;26;"f";"Research & Development";"Laboratory Technician";1;2659.0;"No"
1860;101977;37;"M";"Research & Development";"Manufacturing Director";3;9434.0;"No"
1861;101978;29;"f";"Sales";"Sales Executive";2;5561.0;"No"
1862;101980;33;"male";"Research & Development";"Healthcare Representative";2;7725.0;"No"
1863;101981;54;"male";"Human Resources";"Human Resources";3;10725.0;"No"
1864;101982;36;"male";"Research & Development";"Manufacturing Director";2;8847.0;"No"
1865;101983;27;"male";"Research & Development";"Research Scientist";1;2045.0;"No"
1866;101984;20;"M";"Research & Development";"Research Scientist";1;1009.0;"Yes"
1867;101985;33;"M";"Research & Development";"Research Scientist";1;3348.0;"Yes"
1868;101986;35;"M";"Research & Development";"Laboratory Technician";1;1281.0;"No"
1869;101987;23;"Male";"Research & Development";"Research Scientist";1;2819.0;"No"
1870;101988;25;"male";"Sales";"Sales Executive";2;4851.0;"No"
1871;101989;38;"FEMALE";"Sales";"Sales Executive";2;4028.0;"No"
1872;101990;29;"M";"Research & Development";"Research Scientist";1;2720.0;"No"
1873;101991;48;"male";"Sales";"Sales Executive";2;8120.0;"No"
1874;101992;27;"FEMALE";"Sales";"Sales Executive";2;4647.0;"No"
1875;101993;37;"M";"Research & Development";"Research Scientist";1;4680.0;"No"
1876;101994;50;"Male";"Research & Development";"Laboratory Technician";1;3221.0;"No"
1877;101995;34;"Female";"Research & Development";"Healthcare Representative";3;8621.0;"No"
1878;101997;39;"f";"Research & Development";"Healthcare Representative";2;4553.0;"No"
1879;101998;32;"male";"Sales";"Sales Executive";2;5396.0;"No"
1880;101999;50;"M";"Sales";"Sales Executive";2;6796.0;"Yes"
1881;102000;38;"f";"Research & Development";"Healthcare Representative";2;7625.0;"No"
1882;102001;27;"FEMALE";"Research & Development";"Manufacturing Director";3;7412.0;"No"
1883;102002;32;"Female";"Research & Development";"Research Director";3;11159.0;"No"
1884;102003;47;"Male";"Sales";"Sales Executive";2;4960.0;"No"
1885;102006;41;"M";"Human Resources";"Manager";5;19141.0;"No"
1886;102007;60;"M";"Sales";"Sales Executive";2;5405.0;"No"
1887;102008;27;"male";"Research & Development";"Manufacturing Director";3;8793.0;"No"
1888;102009;41;"male";"Human Resources";"Manager";5;19189.0;"No"
1889;102011;28;"f";"Research & Development";"Research Scientist";1;2216.0;"Yes"
1890;102012;36;"FEMALE";"Research & Development";"Research Director";3;11713.0;"No"
1891;102014;44;"Male";"Research & Development";"Laboratory Technician";1;3708.0;"No"
1892;102015;47;"f";"Sales";"Sales Executive";4;13770.0;"No"
1893;102016;30;"M";"Sales";"Sales Executive";2;5304.0;"No"
1894;102017;29;"male";"Sales";"Sales Representative";1;2642.0;"No"
1895;102018;42;"M";"Research & Development";"Research Scientist";1;2759.0;"Yes"
1896;102019;43;"M";"Sales";"Sales Executive";2;6804.0;"No"
1897;102020;34;"Female";"Research & Development";"Healthcare Representative";2;6142.0;"No"
1898;102021;23;"Male";"Research & Development";"Laboratory Technician";1;2500.0;"No"
1899;102022;39;"FEMALE";"Human Resources";"Human Resources";2;6389.0;"No"
1900;102023;56;"M";"Research & Development";"Healthcare Representative";4;11103.0;"No"
1901;102024;40;"f";"Research & Development";"Research Scientist";1;2342.0;"No"
1902;102025;27;"Female";"Research & Development";"Healthcare Representative";2;6811.0;"No"
1903;102026;29;"M";"Sales";"Sales Representative";1;2297.0;"No"
1904;102027;53;"Male";"Research & Development";"Laboratory Technician";2;2450.0;"No"
1905;102028;35;"FEMALE";"Research & Development";"Healthcare Representative";2;5093.0;"No"
1906;102029;32;"Male";"Research & Development";"Laboratory Technician";2;5309.0;"No"
1907;102030;38;"M";"Research & Development";"Research Scientist";1;3057.0;"No"
1908;102032;52;"Male";"Sales";"Manager";4;16856.0;"No"
1909;102033;33;"Male";"Research & Development";"Research Scientist";1;2686.0;"Yes"
1910;102034;25;"FEMALE";"Sales";"Sales Executive";2;6180.0;"No"
1911;102035;45;"male";"Sales";"Sales Representative";2;6632.0;"No"
1912;102036;23;"Male";"Research & Development";"Research Scientist";1;3505.0;"No"
1913;102038;34;"Male";"Sales";"Sales Executive";2;6274.0;"No"
1914;102039;55;"male";"Research & Development";"Manager";5;19859.0;"Yes"
1915;102040;36;"Male";"Sales";"Sales Executive";3;7587.0;"No"
1916;102041;52;"male";"Research & Development";"Research Scientist";1;4258.0;"No"
1917;102042;26;"FEMALE";"Research & Development";"Laboratory Technician";1;4364.0;"No"
1918;102043;29;"f";"Research & Development";"Healthcare Representative";2;4335.0;"No"
1919;102044;26;"male";"Sales";"Sales Executive";2;5326.0;"Yes"
1920;102045;34;"FEMALE";"Research & Development";"Research Scientist";1;3280.0;"No"
1921;102046;54;"f";"Research & Development";"Manufacturing Director";2;5485.0;"No"
1922;102047;27;"male";"Sales";"Sales Executive";2;4342.0;"No"
1923;102048;37;"f";"Research & Development";"Research Scientist";1;2782.0;"No"
1924;102049;38;"f";"Research & Development";"Manufacturing Director";2;5980.0;"No"
1925;102050;34;"FEMALE";"Research & Development";"Research Scientist";1;4381.0;"No"
1926;102051;35;"FEMALE";"Sales";"Sales Representative";1;2572.0;"No"
1927;102053;40;"f";"Research & Development";"Healthcare Representative";2;4244.0;"No"
1928;102054;34;"Female";"Sales";"Sales Executive";2;6500.0;"No"
1929;102055;42;"male";"Research & Development";"Manager";5;18430.0;"No"
1930;102056;23;"Male";"Research & Development";"Laboratory Technician";1;1601.0;"Yes"
1931;102057;24;"M";"Research & Development";"Laboratory Technician";1;2694.0;"No"
1932;102058;52;"Female";"Research & Development";"Laboratory Technician";2;3149.0;"No"
1933;102059;50;"M";"Research & Development";"Research Director";4;17639.0;"No"
1934;102060;29;"FEMALE";"Research & Development";"Laboratory Technician";1;2319.0;"Yes"
1935;102061;33;"male";"Research & Development";"Research Director";3;11691.0;"No"
1936;102062;33;"f";"Sales";"Sales Executive";2;5324.0;"Yes"
1937;102063;47;"FEMALE";"Research & Development";"Manager";4;16752.0;"No"
1938;102064;36;"FEMALE";"Research & Development";"Manufacturing Director";2;5228.0;"No"
1939;102065;29;"male";"Research & Development";"Research Scientist";1;2700.0;"No"
1940;102066;58;"male";"Research & Development";"Research Director";5;19246.0;"Yes"
1941;102067;35;"f";"Research & Development";"Research Scientist";1;2506.0;"No"
1942;102068;42;"Female";"Research & Development";"Manufacturing Director";2;6062.0;"No"
1943;102069;28;"Male";"Research & Development";"Research Scientist";1;4382.0;"Yes"
1944;102070;36;"male";"Human Resources";"Human Resources";1;2143.0;"No"
1945;102071;32;"Female";"Research & Development";"Manufacturing Director";2;6162.0;"No"
1946;102072;40;"Male";"Research & Development";"Laboratory Technician";2;5094.0;"No"
1947;102073;30;"FEMALE";"Research & Development";"Manufacturing Director";2;6877.0;"No"
1948;102074;45;"FEMALE";"Research & Development";"Research Scientist";1;2274.0;"No"
1949;102075;42;"Male";"Research & Development";"Manufacturing Director";2;4434.0;"No"
1950;102076;38;"M";"Research & Development";"Healthcare Representative";2;6288.0;"No"
1951;102077;34;"FEMALE";"Research & Development";"Research Scientist";1;2553.0;"No"
1952;102078;49;"f";"Sales";"Sales Executive";3;7654.0;"Yes"
1953;102079;55;"Male";"Sales";"Sales Executive";2;5160.0;"Yes"
1954;102080;43;"male";"Research & Development";"Research Director";4;17159.0;"No"
1955;102081;27;"M";"Research & Development";"Research Director";3;12808.0;"No"
1956;102082;35;"male";"Research & Development";"Manufacturing Director";3;10221.0;"No"
1957;102083;28;"Female";"Sales";"Sales Executive";2;4779.0;"No"
1958;102084;34;"M";"Human Resources";"Human Resources";1;3737.0;"No"
1959;102087;51;"FEMALE";"Sales";"Manager";4;16307.0;"No"
1960;102088;44;"M";"Research & Development";"Healthcare Representative";2;5933.0;"No"
1961;102089;25;"Male";"Research & Development";"Research Scientist";1;3424.0;"No"
1962;102090;33;"Male";"Sales";"Sales Executive";2;4037.0;"No"
1963;102091;35;"f";"Research & Development";"Research Scientist";1;2559.0;"No"
1964;102092;36;"Male";"Sales";"Sales Executive";2;6201.0;"No"
1965;102093;32;"Male";"Sales";"Sales Executive";2;4403.0;"No"
1966;102094;30;"M";"Research & Development";"Research Scientist";1;3761.0;"No"
1967;102095;53;"f";"Sales";"Sales Executive";3;10934.0;"No"
1968;102096;45;"M";"Sales";"Sales Executive";3;10761.0;"No"
1969;102097;32;"f";"Research & Development";"Research Scientist";2;5175.0;"No"
1970;102098;52;"FEMALE";"Research & Development";"Manufacturing Director";4;13826.0;"No"
1971;102099;37;"M";"Sales";"Sales Executive";2;6334.0;"No"
1972;102100;28;"male";"Human Resources";"Human Resources";1;4936.0;"No"
1973;102101;22;"male";"Research & Development";"Manufacturing Director";2;4775.0;"No"
1974;102102;44;"male";"Research & Development";"Laboratory Technician";1;2818.0;"No"
1975;102103;42;"Male";"Research & Development";"Research Scientist";1;2515.0;"No"
1976;102104;36;"male";"Human Resources";"Human Resources";1;2342.0;"No"
1977;102105;25;"male";"Sales";"Sales Executive";2;4194.0;"No"
1978;102106;35;"Female";"Research & Development";"Manufacturing Director";3;10685.0;"No"
1979;102107;35;"Female";"Research & Development";"Research Scientist";1;2022.0;"Yes"
1980;102108;32;"Male";"Research & Development";"Laboratory Technician";1;2314.0;"No"
1981;102109;25;"M";"Sales";"Sales Executive";2;4256.0;"No"
1982;102110;49;"Female";"Research & Development";"Research Scientist";1;3580.0;"No"
1983;102111;24;"Male";"Research & Development";"Laboratory Technician";1;3162.0;"No"
1984;102112;32;"male";"Sales";"Sales Executive";2;6524.0;"No"
1985;102113;38;"Male";"Sales";"Sales Representative";1;2899.0;"No"
1986;102114;42;"f";"Research & Development";"Laboratory Technician";2;5231.0;"No"
1987;102115;31;"Male";"Research & Development";"Research Scientist";1;2356.0;"No"
1988;102116;29;"f";"Sales";"Sales Representative";1;2800.0;"Yes"
1989;102117;53;"Male";"Sales";"Sales Executive";4;11836.0;"No"
1990;102118;35;"Male";"Research & Development";"Manufacturing Director";3;10903.0;"No"
1991;102119;37;"Female";"Sales";"Sales Representative";1;2973.0;"No"
1992;102120;53;"Female";"Research & Development";"Research Director";4;14275.0;"No"
1993;102121;43;"f";"Research & Development";"Healthcare Representative";2;5562.0;"No"
1994;102122;47;"f";"Sales";"Sales Executive";2;4537.0;"No"
1995;102123;37;"male";"Sales";"Sales Executive";3;7642.0;"No"
1996;102125;39;"Female";"Human Resources";"Human Resources";2;5204.0;"No"
1997;102126;33;"male";"Human Resources";"Human Resources";1;2277.0;"No"
1998;102127;32;"male";"Research & Development";"Laboratory Technician";1;2795.0;"Yes"
1999;102128;29;"FEMALE";"Research & Development";"Laboratory Technician";1;2532.0;"No"
2000;102129;44;"Male";"Research & Development";"Research Scientist";1;2559.0;"No"
2001;102130;28;"M";"Sales";"Sales Executive";2;4908.0;"No"
2002;102131;58;"Male";"Research & Development";"Laboratory Technician";1;2380.0;"Yes"
2003;102132;43;"FEMALE";"Research & Development";"Manufacturing Director";2;4765.0;"No"
2004;102133;20;"Female";"Sales";"Sales Representative";1;2044.0;"Yes"
2005;102134;21;"Female";"Research & Development";"Research Scientist";1;2693.0;"Yes"
2006;102135;36;"M";"Research & Development";"Healthcare Representative";2;6586.0;"No"
2007;102137;22;"FEMALE";"Research & Development";"Manufacturing Director";2;4171.0;"Yes"
2008;102138;41;"Female";"Research & Development";"Laboratory Technician";1;2778.0;"Yes"
2009;102139;28;"Female";"Research & Development";"Research Scientist";1;2377.0;"No"
2010;102140;39;"M";"Research & Development";"Laboratory Technician";1;2404.0;"Yes"
2011;102141;27;"Female";"Research & Development";"Research Scientist";1;2318.0;"No"
2012;102142;34;"Male";"Research & Development";"Laboratory Technician";1;2008.0;"No"
2013;102143;42;"Female";"Sales";"Sales Executive";2;6244.0;"No"
2014;102144;33;"M";"Research & Development";"Research Scientist";1;2799.0;"No"
2015;102145;58;"FEMALE";"Research & Development";"Healthcare Representative";3;10552.0;"No"
2016;102146;31;"male";"Sales";"Sales Representative";1;2329.0;"No"
2017;102147;35;"Female";"Research & Development";"Healthcare Representative";2;4014.0;"No"
2018;102148;49;"FEMALE";"Research & Development";"Laboratory Technician";3;7403.0;"No"
2019;102149;48;"M";"Research & Development";"Research Scientist";1;2259.0;"No"
2020;102152;38;"FEMALE";"Research & Development";"Research Director";3;13582.0;"No"
2021;102153;32;"Female";"Research & Development";"Laboratory Technician";1;2332.0;"No"
2022;102154;25;"male";"Sales";"Sales Representative";1;2413.0;"Yes"
2023;102155;40;"Male";"Sales";"Sales Executive";3;9705.0;"No"
2024;102156;26;"Male";"Sales";"Sales Executive";2;4294.0;"No"
2025;102157;41;"M";"Research & Development";"Laboratory Technician";1;4721.0;"No"
2026;102158;36;"M";"Research & Development";"Laboratory Technician";1;2519.0;"No"
2027;102159;19;"M";"Sales";"Sales Representative";1;2121.0;"Yes"
2028;102160;20;"M";"Research & Development";"Laboratory Technician";1;2973.0;"Yes"
2029;102161;31;"FEMALE";"Research & Development";"Healthcare Representative";2;5855.0;"No"
2030;102162;40;"M";"Research & Development";"Research Scientist";1;3617.0;"No"
2031;102163;32;"FEMALE";"Research & Development";"Manufacturing Director";2;6725.0;"No"
2032;102164;36;"M";"Sales";"Sales Executive";3;10325.0;"Yes"
2033;102165;33;"FEMALE";"Research & Development";"Healthcare Representative";2;6949.0;"No"
2034;102166;37;"Male";"Sales";"Sales Executive";3;10609.0;"Yes"
2035;102167;45;"male";"Research & Development";"Laboratory Technician";2;4447.0;"No"
2036;102168;29;"FEMALE";"Sales";"Sales Representative";1;2157.0;"No"
2037;102169;35;"f";"Sales";"Sales Executive";2;4601.0;"No"
2038;102170;52;"male";"Research & Development";"Manager";4;17099.0;"No"
2039;102171;58;"Male";"Research & Development";"Research Scientist";1;2479.0;"Yes"
2040;102172;53;"Male";"Sales";"Manager";4;14852.0;"No"
2041;102173;30;"M";"Sales";"Sales Executive";3;7264.0;"No"
2042;102174;38;"Female";"Sales";"Sales Executive";2;5666.0;"No"
2043;102175;35;"male";"Sales";"Sales Executive";3;7823.0;"No"
2044;102176;39;"Male";"Sales";"Sales Executive";3;7880.0;"No"
2045;102177;40;"f";"Sales";"Sales Executive";4;13194.0;"Yes"
2046;102178;47;"male";"Research & Development";"Manufacturing Director";2;5067.0;"No"
2047;102179;36;"M";"Sales";"Sales Executive";2;5079.0;"No"
2048;102180;31;"male";"Research & Development";"Research Scientist";1;2321.0;"Yes"
2049;102181;33;"Male";"Sales";"Manager";4;17444.0;"No"
2050;102182;29;"f";"Research & Development";"Research Scientist";1;2404.0;"Yes"
2051;102184;45;"FEMALE";"Research & Development";"Laboratory Technician";1;2270.0;"No"
2052;102185;50;"M";"Research & Development";"Research Director";4;17399.0;"No"
2053;102186;33;"FEMALE";"Research & Development";"Healthcare Representative";2;5488.0;"No"
2054;102187;41;"male";"Research & Development";"Research Director";5;19419.0;"No"
2055;102188;27;"FEMALE";"Research & Development";"Laboratory Technician";1;2811.0;"No"
2056;102189;45;"male";"Research & Development";"Laboratory Technician";2;3633.0;"No"
2057;102190;47;"Female";"Sales";"Sales Executive";2;4163.0;"No"
2058;102191;30;"FEMALE";"Research & Development";"Research Scientist";1;2132.0;"Yes"
2059;102192;50;"M";"Research & Development";"Manufacturing Director";4;50864.0;"No"
2060;102193;38;"Male";"Research & Development";"Research Scientist";1;2684.0;"No"
2061;102194;46;"M";"Research & Development";"Manufacturing Director";3;10845.0;"No"
2062;102195;24;"Female";"Research & Development";"Manufacturing Director";2;4377.0;"No"
2063;102196;35;"male";"Research & Development";"Laboratory Technician";1;3743.0;"Yes"
2064;102197;31;"Female";"Research & Development";"Manufacturing Director";2;4148.0;"No"
2065;102198;18;"Male";"Research & Development";"Research Scientist";1;1051.0;"No"
2066;102199;54;"f";"Research & Development";"Manufacturing Director";3;10739.0;"No"
2067;102200;35;"f";"Research & Development";"Healthcare Representative";3;10388.0;"No"
2068;102201;30;"FEMALE";"Research & Development";"Research Director";3;11416.0;"No"
2069;102202;20;"Female";"Research & Development";"Research Scientist";1;2600.0;"Yes"
2070;102203;30;"Female";"Research & Development";"Laboratory Technician";1;2422.0;"Yes"
2071;102204;26;"Male";"Research & Development";"Manufacturing Director";2;5472.0;"No"
2072;102205;22;"male";"Research & Development";"Laboratory Technician";1;2451.0;"No"
2073;102206;48;"male";"Research & Development";"Healthcare Representative";2;4240.0;"No"
2074;102207;48;"male";"Research & Development";"Healthcare Representative";3;10999.0;"No"
2075;102208;41;"FEMALE";"Research & Development";"Manufacturing Director";2;5003.0;"No"
2076;102209;39;"FEMALE";"Research & Development";"Manufacturing Director";4;12742.0;"No"
2077;102210;27;"f";"Research & Development";"Manufacturing Director";2;4227.0;"No"
2078;102211;35;"Male";"Research & Development";"Laboratory Technician";1;3917.0;"No"
2079;102212;42;"Male";"Sales";"Manager";5;18303.0;"No"
2080;102213;50;"Male";"Research & Development";"Laboratory Technician";1;2380.0;"No"
2081;102214;59;"Female";"Research & Development";"Manufacturing Director";4;13726.0;"No"
2082;102215;37;"Female";"Research & Development";"Healthcare Representative";2;4777.0;"Yes"
2083;102217;41;"Female";"Research & Development";"Research Director";5;19973.0;"No"
2084;102218;38;"Male";"Sales";"Sales Executive";2;6861.0;"No"
2085;102219;26;"M";"Sales";"Sales Executive";2;4969.0;"Yes"
2086;102220;52;"Female";"Sales";"Manager";5;19845.0;"Yes"
2087;102221;44;"f";"Sales";"Sales Executive";4;13320.0;"No"
2088;102222;50;"FEMALE";"Sales";"Sales Executive";2;6347.0;"No"
2089;102223;36;"Female";"Research & Development";"Laboratory Technician";1;2743.0;"Yes"
2090;102224;39;"FEMALE";"Research & Development";"Manufacturing Director";3;10880.0;"No"
2091;102225;33;"FEMALE";"Sales";"Sales Representative";1;2342.0;"No"
2092;102226;45;"FEMALE";"Sales";"Manager";4;17650.0;"No"
2093;102227;32;"f";"Research & Development";"Laboratory Technician";1;4025.0;"No"
2094;102228;34;"male";"Sales";"Sales Executive";2;9725.0;"No"
2095;102229;59;"male";"Sales";"Manager";3;11904.0;"No"
2096;102230;45;"male";"Human Resources";"Human Resources";1;2177.0;"No"
2097;102231;53;"Female";"Sales";"Sales Executive";3;7525.0;"No"
2098;102232;36;"Male";"Research & Development";"Laboratory Technician";2;4834.0;"Yes"
2099;102233;26;"M";"Research & Development";"Research Scientist";1;2042.0;"Yes"
2100;102234;34;"f";"Sales";"Sales Representative";1;2220.0;"No"
2101;102235;28;"Male";"Sales";"Sales Representative";1;1052.0;"No"
2102;102236;38;"M";"Research & Development";"Research Scientist";1;2821.0;"No"
2103;102237;50;"Male";"Research & Development";"Research Director";5;19237.0;"No"
2104;102238;37;"FEMALE";"Research & Development";"Healthcare Representative";2;4107.0;"No"
2105;102239;40;"male";"Sales";"Sales Executive";2;8396.0;"No"
2106;102240;26;"f";"Research & Development";"Research Scientist";1;2007.0;"No"
2107;102241;46;"Male";"Research & Development";"Research Director";5;19627.0;"No"
2108;102242;54;"Female";"Sales";"Sales Executive";3;10686.0;"No"
2109;102243;56;"f";"Research & Development";"Research Scientist";1;2942.0;"No"
2110;102244;36;"Female";"Research & Development";"Manufacturing Director";3;8858.0;"No"
2111;102245;55;"male";"Research & Development";"Manager";4;16756.0;"No"
2112;102246;43;"M";"Sales";"Sales Executive";3;10798.0;"No"
2113;102247;20;"f";"Sales";"Sales Representative";1;2323.0;"Yes"
2114;102248;21;"Female";"Research & Development";"Laboratory Technician";1;1416.0;"Yes"
2115;102249;46;"f";"Research & Development";"Research Scientist";2;4615.0;"No"
2116;102250;51;"Male";"Research & Development";"Research Scientist";1;2461.0;"Yes"
2117;102251;28;"Male";"Research & Development";"Healthcare Representative";3;8722.0;"Yes"
2118;102253;30;"Male";"Research & Development";"Manufacturing Director";2;9957.0;"No"
2119;102255;38;"f";"Research & Development";"Healthcare Representative";3;8823.0;"No"
2120;102256;40;"male";"Research & Development";"Healthcare Representative";3;10322.0;"No"
2121;102257;27;"male";"Research & Development";"Laboratory Technician";1;4621.0;"No"
2122;102258;55;"M";"Research & Development";"Manufacturing Director";3;10976.0;"No"
2123;102259;28;"f";"Research & Development";"Research Scientist";2;3660.0;"No"
2124;102260;44;"male";"Human Resources";"Human Resources";3;10482.0;"Yes"
2125;102261;33;"male";"Research & Development";"Healthcare Representative";3;7119.0;"No"
2126;102262;35;"male";"Sales";"Sales Executive";3;9582.0;"Yes"
